"UniProt_ID"	"Protein_Name"
"1443"	"F1R444"	"Uncharacterized protein"
"1444"	"F1R446"	"Uncharacterized protein"
"1445"	"F1R454"	"Uncharacterized protein"
"1446"	"F1R483"	"Uncharacterized protein"
"1447"	"F1R4B7"	"Ubiquitin carboxyl-terminal hydrolase"
"1448"	"F1R4D5"	"Uncharacterized protein"
"1449"	"F1R4E0"	"Uncharacterized protein"
"1450"	"F1R4G6"	"Uncharacterized protein"
"1451"	"F1R4G7"	"Uncharacterized protein (Fragment)"
"1452"	"F1R4I6"	"Uncharacterized protein (Fragment)"
"1453"	"F1R4K1"	"Uncharacterized protein"
"1454"	"F1R4U0"	"Uncharacterized protein (Fragment)"
"1455"	"F1R4W9"	"Uncharacterized protein (Fragment)"
"1456"	"F1R4Z2"	"Uncharacterized protein"
"1457"	"F1R4Z8"	"Glutathione S-transferase"
"1458"	"F1R511"	"Uncharacterized protein (Fragment)"
"1459"	"F1R515"	"Uncharacterized protein (Fragment)"
"1460"	"F1R588"	"Uncharacterized protein (Fragment)"
"1461"	"F1R5A5"	"Uncharacterized protein"
"1462"	"F1R5K7"	"Uncharacterized protein"
"1463"	"F1R5L9"	"Uncharacterized protein (Fragment)"
"1464"	"F1R5P3"	"Uncharacterized protein"
"1465"	"F1R5P8"	"Uncharacterized protein (Fragment)"
"1466"	"F1R5W4"	"Uncharacterized protein"
"1467"	"F1R5X7"	"Uncharacterized protein (Fragment)"
"1468"	"F1R611"	"Acyl carrier protein"
"1469"	"F1R665"	"Uncharacterized protein"
"1470"	"F1R6I1"	"Uncharacterized protein (Fragment)"
"1471"	"F1R6I7"	"Uncharacterized protein (Fragment)"
"1472"	"F1R6T0"	"Uncharacterized protein (Fragment)"
"1473"	"F1R6W5"	"Uncharacterized protein (Fragment)"
"1474"	"F1R6Y0"	"Uncharacterized protein (Fragment)"
"1475"	"F1R731"	"Uncharacterized protein (Fragment)"
"1476"	"F1R762"	"Uncharacterized protein (Fragment)"
"1477"	"F1R776"	"Uncharacterized protein"
"1478"	"F1R7F8"	"Uncharacterized protein (Fragment)"
"1479"	"F1R7K1"	"Uncharacterized protein"
"1480"	"F1R7N2"	"Uncharacterized protein"
"1481"	"F1R818"	"Uncharacterized protein"
"1482"	"F1R821"	"Uncharacterized protein (Fragment)"
"1483"	"F1R876"	"Uncharacterized protein"
"1484"	"F1R886"	"Uncharacterized protein"
"1485"	"F1R894"	"Uncharacterized protein"
"1486"	"F1R8D7"	"Uncharacterized protein"
"1487"	"F1R8L1"	"Uncharacterized protein (Fragment)"
"1488"	"F1R8N2"	"Uncharacterized protein (Fragment)"
"1489"	"F1R8P5"	"Uncharacterized protein"
"1490"	"F1R8T2"	"Uncharacterized protein (Fragment)"
"1491"	"F1R8W3"	"Uncharacterized protein"
"1492"	"F1R966"	"Uncharacterized protein"
"1493"	"F1R9A7"	"Uncharacterized protein"
"1494"	"F1R9C6"	"Uncharacterized protein"
"1495"	"F1R9L7"	"Uncharacterized protein"
"1496"	"F1R9N9"	"Uncharacterized protein (Fragment)"
"1497"	"F1R9P5"	"Uncharacterized protein (Fragment)"
"1498"	"F1R9S7"	"Uncharacterized protein (Fragment)"
"1499"	"F1R9V3"	"Uncharacterized protein"
"1500"	"F1R9W9"	"Uncharacterized protein"
"1501"	"F1R9Y5"	"Uncharacterized protein"
"1502"	"F1R9Y8"	"Uncharacterized protein"
"1503"	"F1R9Y9"	"Uncharacterized protein"
"1504"	"F1R9Z9"	"Uncharacterized protein (Fragment)"
"1505"	"F1RA14"	"Uncharacterized protein (Fragment)"
"1506"	"F1RA25"	"Uncharacterized protein"
"1507"	"F1RA51"	"Integrin beta"
"1508"	"F1RA88"	"Uncharacterized protein (Fragment)"
"1509"	"F1RAD7"	"Uncharacterized protein (Fragment)"
"1510"	"F1RAF9"	"Uncharacterized protein (Fragment)"
"1511"	"F1RAG3"	"Uncharacterized protein (Fragment)"
"1512"	"F1RAJ0"	"Uncharacterized protein (Fragment)"
"1513"	"F1RAJ8"	"Uncharacterized protein"
"1514"	"F1RAK0"	"Uncharacterized protein"
"1515"	"F1RAM4"	"Uncharacterized protein"
"1516"	"F1RAM9"	"Uncharacterized protein"
"1517"	"F1RAN8"	"Uncharacterized protein (Fragment)"
"1518"	"F1RAZ4"	"Uncharacterized protein (Fragment)"
"1519"	"F1RB00"	"Uncharacterized protein"
"1520"	"F1RB12"	"Uncharacterized protein (Fragment)"
"1521"	"F1RB26"	"Uncharacterized protein"
"1522"	"F1RB27"	"Uncharacterized protein"
"1523"	"F1RB36"	"Uncharacterized protein"
"1524"	"F1RB48"	"Uncharacterized protein"
"1525"	"F1RB68"	"Uncharacterized protein"
"1526"	"F1RB80"	"Uncharacterized protein"
"1527"	"F1RB93"	"Uncharacterized protein (Fragment)"
"1528"	"F1RBA4"	"Uncharacterized protein (Fragment)"
"1529"	"F1RBD7"	"Uncharacterized protein"
"1530"	"F1RBG2"	"Uncharacterized protein (Fragment)"
"1531"	"F1RBG8"	"Uncharacterized protein"
"1532"	"F1RBH3"	"Uncharacterized protein"
"1533"	"F1RBN6"	"Uncharacterized protein"
"1534"	"F1RBR6"	"Uncharacterized protein"
"1535"	"F1RBT4"	"Uncharacterized protein"
"1536"	"F1RBV5"	"Uncharacterized protein (Fragment)"
"1537"	"F1RBW3"	"Uncharacterized protein"
"1538"	"F1RBY6"	"Uncharacterized protein"
"1539"	"F1RC64"	"Uncharacterized protein"
"1540"	"F1RCB2"	"Uncharacterized protein"
"1541"	"F1RCB6"	"Uncharacterized protein"
"1542"	"F1RCD5"	"Uncharacterized protein"
"1543"	"F1RCG4"	"Uncharacterized protein"
"1544"	"F1RCL9"	"Uncharacterized protein (Fragment)"
"1545"	"F1RCM3"	"Proteasome subunit beta type"
"1546"	"F1RCR4"	"Ephrin receptor (Fragment)"
"1547"	"F1RCT0"	"Uncharacterized protein (Fragment)"
"1548"	"F1RCV2"	"Uncharacterized protein"
"1549"	"F1RCY6"	"Uncharacterized protein"
"1550"	"F1RD57"	"Uncharacterized protein"
"1551"	"F1RDA6"	"NADH-ubiquinone oxidoreductase 75 kDa subunit"
"1552"	"F1RDH7"	"Uncharacterized protein (Fragment)"
"1553"	"F1RDM0"	"Uncharacterized protein (Fragment)"
"1554"	"F1RDQ5"	"Uncharacterized protein"
"1555"	"F1RDT4"	"Uncharacterized protein"
"1556"	"F1RDU8"	"Uncharacterized protein (Fragment)"
"1557"	"F1RDX1"	"Uncharacterized protein"
"1558"	"F1RDX4"	"Uncharacterized protein"
"1559"	"F1RE17"	"Uncharacterized protein"
"1560"	"F1RE40"	"Uncharacterized protein"
"1561"	"F1RE68"	"Uncharacterized protein"
"1562"	"F1RE82"	"Uncharacterized protein (Fragment)"
"1563"	"F1RED5"	"Uncharacterized protein"
"1564"	"F1REH0"	"Uncharacterized protein"
"1565"	"F1REH8"	"Uncharacterized protein"
"1566"	"F1REQ2"	"Uncharacterized protein"
"1567"	"F2WZ28"	"Gig2-like protein DreD"
"1568"	"F2Z4S3"	"Uncharacterized protein"
"1569"	"F4ZGF2"	"Catechol O-methyltransferase"
"1570"	"F5HN07"	"S100A1 protein"
"1571"	"F6IA10"	"Annexin A6"
"1572"	"O42182"	"Fibulin-1"
"1573"	"O42248"	"Guanine nucleotide-binding protein subunit beta-2-like 1"
"1574"	"O42271"	"Alpha-tubulin"
"1575"	"O42363"	"Apolipoprotein A-I"
"1576"	"O42364"	"Apolipoprotein Eb"
"1577"	"O57330"	"Proteasome subunit beta type"
"1578"	"O57474"	"Gap junction alpha-1 protein"
"1579"	"O57521"	"Heat shock protein HSP 90-beta"
"1580"	"O73727"	"Insulin A chain"
"1581"	"O73872"	"Superoxide dismutase [Cu-Zn]"
"1582"	"O93409"	"Myosin light chain 2"
"1583"	"O93423"	"Stomatin"
"1584"	"O93548"	"Embryonic 1 beta-globin"
"1585"	"P13104"	"Tropomyosin alpha-1 chain"
"1586"	"P17561"	"Ependymin"
"1587"	"P35359"	"Rhodopsin"
"1588"	"P52722"	"Metallothionein-1"
"1589"	"P61485"	"60S ribosomal protein L36a"
"1590"	"P62084"	"40S ribosomal protein S7"
"1591"	"P62247"	"40S ribosomal protein S8"
"1592"	"P79732"	"Ribonucleoside-diphosphate reductase large subunit"
"1593"	"P79735"	"GTP-binding nuclear protein Ran"
"1594"	"P79737"	"GTPase NRas"
"1595"	"P79984"	"HSC70 protein"
"1596"	"P83571"	"RuvB-like 2"
"1597"	"P87360"	"Gefiltin"
"1598"	"Q04475"	"Beta-2-microglobulin"
"1599"	"Q05AI9"	"Zgc:153968"
"1600"	"Q05AJ2"	"Uncharacterized protein"
"1601"	"Q05AL9"	"Zgc:153629"
"1602"	"Q05AM4"	"Fatty-acid amide hydrolase 2-B"
"1603"	"Q05AP0"	"Nephrosin"
"1604"	"Q05BC7"	"Rtn1b protein (Fragment)"
"1605"	"Q06S87"	"5-hydroxyisourate hydrolase"
"1606"	"Q08B92"	"Lad1 protein (Fragment)"
"1607"	"Q08BA0"	"Si:ch73-252g14.4 protein (Fragment)"
"1608"	"Q08BA1"	"ATP synthase subunit alpha"
"1609"	"Q08BB1"	"Elongation factor G, mitochondrial"
"1610"	"Q08BB2"	"Probable carboxypeptidase PM20D1.2"
"1611"	"Q08BC3"	"Novel protein"
"1612"	"Q08BC5"	"Uncharacterized protein"
"1613"	"Q08BF9"	"Wu:fb15e04 protein (Fragment)"
"1614"	"Q08BH1"	"Protein kinase, cAMP-dependent, regulatory, type II, alpha A"
"1615"	"Q08BI9"	"Coiled-coil domain-containing protein 109A"
"1616"	"Q08BJ3"	"Gamma-aminobutyric acid (GABA) A receptor, alpha 1"
"1617"	"Q08BL2"	"Zgc:153358"
"1618"	"Q08BL7"	"Glycerate kinase"
"1619"	"Q08BN2"	"Zgc:153129"
"1620"	"Q08BQ0"	"Zgc:153024"
"1621"	"Q08BV6"	"Novel protein (Zgc:92079)"
"1622"	"Q08BX5"	"Basal cell adhesion molecule (Lutheran blood group)"
"1623"	"Q08BX6"	"Calsequestrin"
"1624"	"Q08BY9"	"Calmegin"
"1625"	"Q08C33"	"Isochorismatase domain-containing protein 1"
"1626"	"Q08C46"	"Zgc:153633"
"1627"	"Q08C70"	"Uncharacterized protein"
"1628"	"Q08C78"	"Basic transcription factor 3"
"1629"	"Q08C83"	"Solute carrier family 25 (Mitochondrial oxodicarboxylate carrier), member 21"
"1630"	"Q08C97"	"Zgc:153353"
"1631"	"Q08CA7"	"Zgc:153327"
"1632"	"Q08CC2"	"3-oxoacid CoA transferase 1b"
"1633"	"Q08CC6"	"Zgc:153267"
"1634"	"Q08CD8"	"Uncharacterized protein"
"1635"	"Q08CE7"	"Uncharacterized protein"
"1636"	"Q08CF4"	"Uncharacterized protein"
"1637"	"Q08CI9"	"Zgc:153034"
"1638"	"Q08CK7"	"Insulin-like growth factor 2 mRNA-binding protein 1"
"1639"	"Q08CQ0"	"Zgc:152830"
"1640"	"Q08CU3"	"Nenf protein"
"1641"	"Q08CV8"	"Ribosomal protein S6 kinase a, polypeptide 1"
"1642"	"Q0D274"	"Es1 protein"
"1643"	"Q0D276"	"Novel protein (Zgc:153846)"
"1644"	"Q0D294"	"Histone H4"
"1645"	"Q0D2W2"	"Fast muscle troponin I"
"1646"	"Q0H0R9"	"Leukocyte cell-derived chemotaxin 2"
"1647"	"Q0IIQ6"	"Novel protein (Zgc:92747)"
"1648"	"Q0IJ39"	"Glucose-6-phosphate isomerase"
"1649"	"Q0P3U4"	"Uncharacterized protein"
"1650"	"Q0P3Y4"	"Heterogeneous nuclear ribonucleoprotein A3"
"1651"	"Q0P3Z2"	"Phosphotriesterase-related protein"
"1652"	"Q0P3Z4"	"Novel protein (Zgc:153662)"
"1653"	"Q0P3Z6"	"Putative uncharacterized protein (Fragment)"
"1654"	"Q0P416"	"LOC563048 protein (Fragment)"
"1655"	"Q0P421"	"Vtg3 protein (Fragment)"
"1656"	"Q0P442"	"Ribonuclease kappa-B"
"1657"	"Q0P487"	"NADH-cytochrome b5 reductase 2"
"1658"	"Q0P494"	"Uncharacterized protein"
"1659"	"Q0P4A5"	"Npm2 protein (Fragment)"
"1660"	"Q0P4B4"	"Transgelin"
"1661"	"Q0P4C2"	"Zgc:153154"
"1662"	"Q0P4F7"	"Acyl-CoA synthetase family member 2, mitochondrial"
"1663"	"Q0PNB5"	"Natriuretic peptide A (Fragment)"
"1664"	"Q0QGJ3"	"Sorting nexin 5"
"1665"	"Q0V971"	"Ubtf protein (Fragment)"
"1666"	"Q0V973"	"Crystallin, lambda 1"
"1667"	"Q0ZBR7"	"Macrophage migration inhibitory factor"
"1668"	"Q15I85"	"Crygm2d3 protein"
"1669"	"Q19U09"	"Integrin beta"
"1670"	"Q19U10"	"Integrin beta"
"1671"	"Q1AMT3"	"Fatty acid binding protein 1-A, liver"
"1672"	"Q1ECW5"	"Uncharacterized protein"
"1673"	"Q1ECX1"	"Myxovirus (Influenza) resistance A"
"1674"	"Q1ECX5"	"Zgc:136689"
"1675"	"Q1ECX9"	"Pdia4 protein"
"1676"	"Q1ED27"	"Zgc:136281"
"1677"	"Q1JPS5"	"N-myc downstream regulated gene 4"
"1678"	"Q1JPT8"	"Novel protein similar to vertebrate citrate lyase beta like, (CLYBL, zgc:123316)"
"1679"	"Q1JPU7"	"Transporter"
"1680"	"Q1JPW4"	"X-prolyl aminopeptidase (Aminopeptidase P) 1, soluble"
"1681"	"Q1JPX3"	"Phenylalanyl-tRNA synthetase alpha chain"
"1682"	"Q1JPX8"	"Aldh2b protein"
"1683"	"Q1JPX9"	"Zgc:136493"
"1684"	"Q1JPY5"	"Cytochrome P450, family 51"
"1685"	"Q1JPY6"	"Prefoldin subunit 2"
"1686"	"Q1JPZ2"	"Si:dkey-180p18.9"
"1687"	"Q1JPZ7"	"Pre-mRNA-processing factor 39"
"1688"	"Q1JPZ8"	"Serine/threonine-protein phosphatase"
"1689"	"Q1JQ08"	"Si:dkeyp-113d7.4 protein (Fragment)"
"1690"	"Q1JQE7"	"Hemochromatosis type 2"
"1691"	"Q1L8L9"	"Adenylate kinase 2, mitochondrial"
"1692"	"Q1L8P1"	"Novel protein (Zgc:100902)"
"1693"	"Q1L907"	"Gstr1 protein"
"1694"	"Q1L986"	"Novel protein similar to vertebrate RAB3, member RAS oncogene family (Fragment)"
"1695"	"Q1LUD3"	"Novel protein (Zgc:73075)"
"1696"	"Q1LUG2"	"Novel protein similar to vertebrate syntaxin binding protein 6 (Amisyn) (STXBP6)"
"1697"	"Q1LUI2"	"HD domain-containing protein 2"
"1698"	"Q1LUK1"	"Protein QIL1"
"1699"	"Q1LUV5"	"Novel protein"
"1700"	"Q1LUV8"	"Novel protein similar to vertebrate trafficking protein particle complex 3 (TRAPPC3) (Zgc:101005)"
"1701"	"Q1LUX4"	"Novel protein similar to vertebrate calpain family"
"1702"	"Q1LUZ9"	"Novel protein similar to vertebrate carboxylesterase family"
"1703"	"Q1LV00"	"Novel protein"
"1704"	"Q1LV33"	"Novel protein"
"1705"	"Q1LVA5"	"Novel protein similar to vertebrate RAB25, member RAS oncogene family (RAB25)"
"1706"	"Q1LVA8"	"Novel protein similar to vertebrate acyl-CoA synthetase long-chain family member 3 (ACSL3)"
"1707"	"Q1LVD7"	"Novel protein similar to vertebrate EF-hand domain family, member D2 (EFHD2)"
"1708"	"Q1LVE8"	"Splicing factor 3B subunit 3"
"1709"	"Q1LVF0"	"Laminin subunit gamma-1"
"1710"	"Q1LVF8"	"GDP-mannose 4,6 dehydratase"
"1711"	"Q1LVG7"	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
"1712"	"Q1LVI2"	"Novel protein similar to vertebrate apolipoprotein A-I binding protein (APOA1BP)"
"1713"	"Q1LVK2"	"DNA-directed RNA polymerase subunit"
"1714"	"Q1LVK8"	"Novel protein similar to vertebrate signal peptidase complex (18kD) (SPC18)"
"1715"	"Q1LVV8"	"Chondroitin sulfate proteoglycan 6 (Bamacan)"
"1716"	"Q1LVX1"	"Novel protein containing galactose binding lectin domains"
"1717"	"Q1LVZ0"	"Novel protein (Zgc:55760)"
"1718"	"Q1LVZ9"	"Novel protein similar to vertebrate aldehyde oxidase 1 (AOX1) (Fragment)"
"1719"	"Q1LW04"	"Novel protein similar to vertebrate xanthine dehydrogenase (XDH) (Fragment)"
"1720"	"Q1LWB7"	"Novel protein similar to vertebrate early endosome antigen 1, 162kD (EEA1) (Fragment)"
"1721"	"Q1LWF3"	"Novel protein"
"1722"	"Q1LWH1"	"Novel protein similar to vertebrate ribosomal protein S16 (RPS16)"
"1723"	"Q1LWJ7"	"Novel protein similar to vertebrate alanyl (Membrane) aminopeptidase (Aminopeptidase N, aminopeptidase M, microsomal aminopeptidase, CD13, p150) (ANPEP)"
"1724"	"Q1LWP9"	"Neuraminidase 1"
"1725"	"Q1LWX4"	"Proteasome subunit alpha type (Fragment)"
"1726"	"Q1LWZ0"	"Novel protein containing EF hand domains"
"1727"	"Q1LXE7"	"Novel protein similar to vertebrate laminin, alpha 3 (LAMA3) (Fragment)"
"1728"	"Q1LXJ1"	"Novel protein similar to type I cytokeratin, enveloping layer"
"1729"	"Q1LXJ7"	"Novel protein similar to type I cytokeratin, enveloping layer"
"1730"	"Q1LXK0"	"Novel protein similar to vertebrate keratin family"
"1731"	"Q1LXK8"	"Novel protein containing an Acyl-CoA dehydrogenase, N-terminal and C-terminal domain (Fragment)"
"1732"	"Q1LXM1"	"Novel protein similar to vertebrate tropomyosin 4 (TPM4) (Zgc:63909) (Fragment)"
"1733"	"Q1LXQ3"	"COP9 constitutive photomorphogenic homolog subunit 7A (Fragment)"
"1734"	"Q1LXS4"	"Novel protein similar to vertebrate myosin 5 family (Fragment)"
"1735"	"Q1LXV4"	"Novel keratin family protein"
"1736"	"Q1LXZ5"	"Novel protein similar to vertebrate nudix (Nucleoside diphosphate linked moiety X)-type motif 14 (NUDT14)"
"1737"	"Q1LY46"	"LETM1 and EF-hand domain-containing protein 1, mitochondrial"
"1738"	"Q1LYB5"	"Novel protein (Zgc:55655)"
"1739"	"Q1LYC9"	"Calpain, small subunit 1"
"1740"	"Q1LYD7"	"Novel protein (Zgc:55390)"
"1741"	"Q1LYK7"	"Novel protein similar to vertebrate scinderin (SCIN)"
"1742"	"Q1LYQ1"	"Novel protein"
"1743"	"Q1MSY0"	"Novel protein similar to vertebrate nebulin (NEB) (Fragment)"
"1744"	"Q1MT40"	"Novel protein similar to vertebrate retinoblastoma binding protein 9 (RBBP9)"
"1745"	"Q1MTC4"	"Novel protein similar to vitellogenin 1 (Vg1)"
"1746"	"Q1MTC6"	"Novel protein similar to vitellogenin 1 (Vg1)"
"1747"	"Q1MTD3"	"mRNA cap guanine-N7 methyltransferase"
"1748"	"Q1MTD4"	"Uncharacterized protein C18orf19 homolog A"
"1749"	"Q1MTE5"	"ADP-ribosylation factor-like protein 3"
"1750"	"Q1MTI1"	"Syntaxin1b"
"1751"	"Q1MTI4"	"Triosephosphate isomerase A"
"1752"	"Q1RLP7"	"Synaptonemal complex protein 3 like"
"1753"	"Q1RLQ1"	"Stathmin"
"1754"	"Q1RLT0"	"S-adenosylmethionine synthase"
"1755"	"Q1RLT1"	"GMP reductase"
"1756"	"Q1RLT4"	"Uncharacterized protein"
"1757"	"Q1RLU3"	"Uncharacterized protein"
"1758"	"Q1RLU6"	"Sulfotransferase family 4A, member 1"
"1759"	"Q1RLV5"	"Uncharacterized protein (Fragment)"
"1760"	"Q1RLY6"	"Kynurenine 3-monooxygenase"
"1761"	"Q1RM09"	"Brain acid soluble protein 1 homolog"
"1762"	"Q1RM30"	"Dnl2 protein (Fragment)"
"1763"	"Q1RM32"	"Ba1 globin"
"1764"	"Q1W1Y1"	"Peptidoglycan recognition protein 6"
"1765"	"Q1XHM0"	"G protein-coupled receptor kinase 1 a"
"1766"	"Q1XIH8"	"Coproporphyrinogen oxidase"
"1767"	"Q24JV1"	"Novel protein similar to vertebrate ribosomal protein L32 (RPL32)"
"1768"	"Q24JV3"	"Uncharacterized protein"
"1769"	"Q24JV7"	"Zgc:136826 protein"
"1770"	"Q24JW2"	"Lysozyme C"
"1771"	"Q24JW4"	"Flj13639 protein"
"1772"	"Q24JW6"	"Serine (Or cysteine) proteinase inhibitor, clade A (Alpha-1 antiproteinase, antitrypsin), member 1, like"
"1773"	"Q285P3"	"Facilitated glucose transporter 1"
"1774"	"Q29RA2"	"Novel protein similar to vertebrate valosin-containing protein (VCP, zgc:136908)"
"1775"	"Q29RB0"	"Zgc:136866"
"1776"	"Q29VH7"	"Nonmuscle myosin heavy chain B (Fragment)"
"1777"	"Q2EGT7"	"Limbic system-associated membrane protein"
"1778"	"Q2HPG0"	"LGI3"
"1779"	"Q2L6L1"	"Protein canopy-1"
"1780"	"Q2LEK1"	"Dynein cytoplasmic 1 heavy chain 1"
"1781"	"Q2LK84"	"III-FBPL"
"1782"	"Q2MJQ8"	"Histone methyltransferase SmyD1b"
"1783"	"Q2PBM9"	"Short form of collagen XVIII alpha 1 chain"
"1784"	"Q2TJF5"	"Laminin alpha 4"
"1785"	"Q2YDQ0"	"Zgc:123292"
"1786"	"Q2YDQ3"	"Zgc:123298"
"1787"	"Q31369"	"MHC class II DA-beta-1*01 (Fragment)"
"1788"	"Q32LQ4"	"Betaine--homocysteine S-methyltransferase 1"
"1789"	"Q32LQ9"	"Zgc:123047"
"1790"	"Q32LS7"	"Zgc:123285"
"1791"	"Q32LU1"	"Mitochondrial Rho GTPase 2"
"1792"	"Q32PL1"	"Protein phosphatase 1 regulatory subunit 7"
"1793"	"Q32PS5"	"GrpE protein homolog"
"1794"	"Q32PV2"	"Calcium/calmodulin-dependent protein kinase (CaM kinase) II alpha"
"1795"	"Q32Q51"	"Zgc:123327"
"1796"	"Q3B734"	"Pdc2 protein"
"1797"	"Q3B738"	"Peptidyl-prolyl cis-trans isomerase"
"1798"	"Q3B752"	"Uncharacterized protein"
"1799"	"Q3B7E4"	"Novel protein similar to vertebrate heat-responsive protein 12 (HRSP12, zgc:101025)"
"1800"	"Q3B7F0"	"Zgc:123326"
"1801"	"Q3B7G1"	"NADH dehydrogenase (Ubiquinone) 1 beta subcomplex 5"
"1802"	"Q3B7G2"	"Zgc:123103"
"1803"	"Q3B7H1"	"Parkinson disease 7 domain-containing protein 1"
"1804"	"Q3B7Q9"	"Si:busm1-211o13.10 protein"
"1805"	"Q3B7R0"	"Cytochrome c-1"
"1806"	"Q3B7R1"	"Karyopherin (Importin) beta 1"
"1807"	"Q3KR14"	"Peptidyl-prolyl cis-trans isomerase"
"1808"	"Q3LSS0"	"CWF19-like protein 2"
"1809"	"Q3MU73"	"Complement component C3-2"
"1810"	"Q3MU74"	"Complement component C3-1"
"1811"	"Q3S344"	"Glutamine fructose-6-phosphate transaminase 1"
"1812"	"Q3YAA0"	"Integrin beta"
"1813"	"Q3YMK9"	"Iron regulatory protein 1"
"1814"	"Q45FX9"	"BetaA2-2-crystallin"
"1815"	"Q45NF9"	"Lengsin"
"1816"	"Q45RH2"	"Lens intrinsic membrane protein 2.2"
"1817"	"Q45RH3"	"Lens membrane protein mp19-1"
"1818"	"Q498Q1"	"Karyopherin alpha 2 (RAG cohort 1, importin alpha 1)"
"1819"	"Q498Z6"	"28S ribosomal protein S7, mitochondrial"
"1820"	"Q499A0"	"Transmembrane emp24 protein transport domain containing 9"
"1821"	"Q499A7"	"Peptidyl-prolyl cis-trans isomerase"
"1822"	"Q499A8"	"Poly (ADP-ribose) polymerase family, member 1"
"1823"	"Q499A9"	"Acyl-CoA synthetase long-chain family member 1"
"1824"	"Q499B6"	"Poly A binding protein, cytoplasmic 1 a"
"1825"	"Q4F876"	"Calponin 2"
"1826"	"Q4FE55"	"Ubiquitin carboxyl-terminal hydrolase"
"1827"	"Q4G5K8"	"Reticulon 2a"
"1828"	"Q4G5V9"	"Reticulon 4-m"
"1829"	"Q4G5W7"	"Reticulon 1-a1"
"1830"	"Q4KMC7"	"Solute carrier family 27 (Fatty acid transporter), member 2"
"1831"	"Q4KMC8"	"Fructose-bisphosphate aldolase C-A"
"1832"	"Q4KME3"	"Zgc:112037"
"1833"	"Q4KMH7"	"Echinoderm microtubule associated protein like 2"
"1834"	"Q4KMJ7"	"Mip2 protein"
"1835"	"Q4L216"	"Type IV antifreeze protein"
"1836"	"Q4QRD6"	"Zgc:114158"
"1837"	"Q4QRE2"	"Acox1 protein"
"1838"	"Q4QRF4"	"Histone H3.2"
"1839"	"Q4QRF7"	"UPF0762 protein C6orf58 homolog"
"1840"	"Q4QRF8"	"Elastase 2 like"
"1841"	"Q4QRH2"	"Zcchc7l protein (Fragment)"
"1842"	"Q4QRH4"	"Carboxyl ester lipase, like"
"1843"	"Q4QRJ7"	"Eukaryotic translation initiation factor 2A"
"1844"	"Q4QRK0"	"Methionine aminopeptidase 1"
"1845"	"Q4U0S2"	"Smooth muscle myosin heavy chain"
"1846"	"Q4U0S6"	"N-ethylmaleimide-sensitive factor b"
"1847"	"Q4V8Q9"	"LOC100004902 protein (Fragment)"
"1848"	"Q4V8R0"	"S-antigen; retina and pineal gland (Arrestin)"
"1849"	"Q4V8R9"	"LOC100000597 protein (Fragment)"
"1850"	"Q4V8S1"	"Zgc:114181"
"1851"	"Q4V8S2"	"Uncharacterized protein"
"1852"	"Q4V8S5"	"Acbd7 protein"
"1853"	"Q4V8T4"	"Zgc:114157"
"1854"	"Q4V8U8"	"Novel protein (Zgc:114135)"
"1855"	"Q4V8Y1"	"Retinol dehydrogenase 5 (11-cis/9-cis)"
"1856"	"Q4V8Z1"	"Zgc:114078"
"1857"	"Q4V8Z7"	"Dynamin 2"
"1858"	"Q4V914"	"Histone H2A"
"1859"	"Q4V918"	"Proteasome subunit alpha type"
"1860"	"Q4V943"	"Uncharacterized protein"
"1861"	"Q4V947"	"Mitogen-activated protein kinase kinase 1"
"1862"	"Q4V981"	"D-amino-acid oxidase 1"
"1863"	"Q4V984"	"Uncharacterized protein"
"1864"	"Q4V993"	"Zgc:113898"
"1865"	"Q4V9B8"	"Zgc:113858"
"1866"	"Q4V9D6"	"Zgc:113828"
"1867"	"Q4V9F1"	"LOC566639 protein (Fragment)"
"1868"	"Q4V9I4"	"Si:dkey-276i5.1 protein (Fragment)"
"1869"	"Q4V9I5"	"Signal recognition particle 14"
"1870"	"Q4V9J5"	"LOC566027 protein (Fragment)"
"1871"	"Q4V9J6"	"Heterogeneous nuclear ribonucleoprotein K, like"
"1872"	"Q4V9N1"	"Novel protein similar to translin (TSN, zgc:123170)"
"1873"	"Q4V9P6"	"Adenosine deaminase-like protein"
"1874"	"Q4V9P8"	"Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma 1"
"1875"	"Q4VA89"	"Sorting nexin 6"
"1876"	"Q4VBI0"	"Zgc:112374"
"1877"	"Q4VBI2"	"Immediate early response 3-interacting protein 1"
"1878"	"Q4VBI5"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2"
"1879"	"Q4VBI6"	"Zgc:112335"
"1880"	"Q4VBJ2"	"Carboxypeptidase A1 (Pancreatic)"
"1881"	"Q4VBJ4"	"Uncharacterized protein"
"1882"	"Q4VBJ5"	"Zgc:112266"
"1883"	"Q4VBR9"	"Zgc:110692"
"1884"	"Q4VBT1"	"Fatty acid binding protein 1-B.1"
"1885"	"Q4VBT8"	"Rbp2b protein"
"1886"	"Q4VBT9"	"Cytochrome c oxidase subunit IV isoform 1"
"1887"	"Q4VBU0"	"Branched chain keto acid dehydrogenase E1, alpha polypeptide"
"1888"	"Q4VBU1"	"Novel protein (Zgc:110028)"
"1889"	"Q4VBU7"	"Cytochrome c oxidase subunit Vaa"
